datetime,flag,sensor_id,val
2008-01-11 07:50:05.013941,0,M034,0
2008-01-11 07:50:07.952682,0,T002,21
2008-01-11 07:50:07.952682,0,T003,19
2008-01-11 07:50:13.666567,0,M035,0
2008-01-11 07:50:17.953355,0,M035,1
2008-01-11 07:50:18.929101,0,M034,1
2008-01-11 07:50:21.152499,0,M033,1
2008-01-11 07:50:22.172185,0,M033,0
2008-01-11 07:50:23.055931,0,M033,1
2008-01-11 07:50:23.175938,0,M032,1
2008-01-11 07:50:25.235329,0,M036,1
2008-01-11 07:50:25.614209,0,M031,1
2008-01-11 07:50:26.211052,0,M034,0
2008-01-11 07:50:26.642933,0,M033,0
2008-01-11 07:50:26.766936,0,M036,0
2008-01-11 07:50:27.542715,0,M035,0
2008-01-11 07:50:27.542715,0,M036,1
2008-01-11 07:50:28.314473,0,M032,0
2008-01-11 07:50:28.582394,0,M036,0
2008-01-11 07:50:32.181387,0,M036,1
2008-01-11 07:50:33.437029,0,M035,1
2008-01-11 07:50:33.804938,0,M032,1
2008-01-11 07:50:34.500741,0,M031,0
2008-01-11 07:50:35.051247,0,M034,1
2008-01-11 07:50:35.656437,0,M033,1
2008-01-11 07:50:36.404236,0,M036,0
2008-01-11 07:50:37.507956,0,M033,0
2008-01-11 07:50:37.632951,0,M032,0
2008-01-11 07:50:55.034988,0,M034,0
2008-01-11 07:50:58.724924,0,M035,0
2008-01-11 07:52:04.295944,0,M034,1
2008-01-11 07:52:06.891223,0,M034,0
2008-01-11 07:53:11.173521,0,M034,1
2008-01-11 07:53:15.236396,0,M034,0
2008-01-11 07:55:03.158963,0,M035,1
2008-01-11 07:55:04.502626,0,M034,1
2008-01-11 07:55:05.682236,0,M035,0
2008-01-11 07:55:06.046138,0,M034,0
2008-01-11 07:55:07.226809,0,M035,1
2008-01-11 07:55:09.009032,0,M035,0
2008-01-11 07:55:13.028408,0,M035,1
2008-01-11 07:55:21.334018,0,M035,0
2008-01-11 07:58:21.281696,0,T001,23
2008-01-11 08:00:04.770358,0,M035,1
2008-01-11 08:00:06.975191,0,M034,1
2008-01-11 08:00:12.600806,0,M034,0
2008-01-11 08:00:20.800915,0,M035,0
2008-01-11 08:02:26.899046,0,T001,22.5
2008-01-11 08:04:29.349504,0,M035,1
2008-01-11 08:04:34.684205,0,M035,0
2008-01-11 08:05:03.983434,0,M034,1
2008-01-11 08:05:04.647243,0,M035,1
2008-01-11 08:05:08.454181,0,M034,0
2008-01-11 08:05:08.574184,0,M034,1
2008-01-11 08:05:11.429331,0,M034,0
2008-01-11 08:05:15.396231,0,M035,0
2008-01-11 08:05:16.239999,0,M035,1
2008-01-11 08:05:20.898736,0,M035,0
2008-01-11 08:05:53.812248,0,M035,1
2008-01-11 08:05:54.064431,0,M034,1
2008-01-11 08:05:56.076414,0,M035,0
2008-01-11 08:05:58.124595,0,M034,0
2008-01-11 08:06:07.283098,0,M035,1
2008-01-11 08:06:19.559659,0,M034,1
2008-01-11 08:06:23.574526,0,M034,0
2008-01-11 08:06:23.843445,0,M034,1
2008-01-11 08:06:25.554966,0,M034,0
2008-01-11 08:06:30.668629,0,M035,0
2008-01-11 08:06:32.753098,0,T001,21.5
2008-01-11 08:06:32.753098,0,T002,20.5
2008-01-11 08:08:52.983466,0,M035,1
2008-01-11 08:08:53.199409,0,M034,1
2008-01-11 08:08:59.298427,0,M035,0
2008-01-11 08:09:00.755581,0,M034,0
2008-01-11 08:10:01.281806,0,M035,1
2008-01-11 08:10:02.174594,0,M034,1
2008-01-11 08:10:04.265555,0,M034,0
2008-01-11 08:10:05.014067,0,M034,1
2008-01-11 08:10:08.576993,0,M034,0
2008-01-11 08:10:10.603868,0,M032,1
2008-01-11 08:10:10.837808,0,M034,1
2008-01-11 08:10:12.693299,0,M032,0
2008-01-11 08:10:13.694013,0,M034,0
2008-01-11 08:10:19.401144,0,M035,0
2008-01-11 08:10:20.097476,0,M035,1
2008-01-11 08:10:25.237582,0,M034,1
2008-01-11 08:10:31.806003,0,M034,0
2008-01-11 08:10:36.525108,0,M035,0
2008-01-11 08:10:40.003017,0,T001,20.5
2008-01-11 08:10:40.003017,0,T002,20
2008-01-11 08:10:40.003017,0,T003,18.5
2008-01-11 08:11:21.551518,0,M035,1
2008-01-11 08:11:23.679941,0,M035,0
2008-01-11 08:12:28.314208,0,M034,1
2008-01-11 08:12:30.177698,0,M034,0
2008-01-11 08:12:33.681118,0,M035,1
2008-01-11 08:12:38.251195,0,M035,0
2008-01-11 08:14:45.318806,0,T001,20
2008-01-11 08:14:45.318806,0,T002,19.5
2008-01-11 08:14:45.325152,0,AC01,0
2008-01-11 08:15:02.342602,0,M035,1
2008-01-11 08:15:13.101597,0,M035,0
2008-01-11 08:18:50.242967,0,T001,19.5
2008-01-11 08:18:50.242967,0,T002,19
2008-01-11 08:18:56.687219,0,M035,1
2008-01-11 08:18:58.006921,0,M035,0
2008-01-11 08:22:24.040517,0,M035,1
2008-01-11 08:22:27.796223,0,M034,1
2008-01-11 08:22:30.435528,0,M034,0
2008-01-11 08:22:31.256517,0,M034,1
2008-01-11 08:22:36.000471,0,M034,0
2008-01-11 08:22:37.212106,0,M034,1
2008-01-11 08:22:40.763278,0,M034,0
2008-01-11 08:22:42.510754,0,M035,0
2008-01-11 08:22:45.069427,0,M035,1
2008-01-11 08:22:46.986173,0,M034,1
2008-01-11 08:22:48.696777,0,M033,1
2008-01-11 08:22:51.496003,0,M035,0
2008-01-11 08:22:56.255653,0,M035,1
2008-01-11 08:22:59.879896,0,M035,0
2008-01-11 08:23:01.959652,0,M033,0
2008-01-11 08:23:03.583232,0,M034,0
2008-01-11 08:23:09.028562,0,M033,1
2008-01-11 08:23:11.700963,0,M033,0
2008-01-11 08:23:11.932893,0,M033,1
2008-01-11 08:23:13.268524,0,M034,1
2008-01-11 08:23:13.668399,0,M035,1
2008-01-11 08:23:13.928337,0,M032,1
2008-01-11 08:23:15.243963,0,M034,0
2008-01-11 08:23:15.939761,0,M033,0
2008-01-11 08:23:16.059776,0,M036,1
2008-01-11 08:23:17.187428,0,M030,1
2008-01-11 08:23:17.192617,0,L003,1
2008-01-11 08:23:17.193611,0,DOOR01,1
2008-01-11 08:23:18.599033,0,M032,0
2008-01-11 08:23:18.723027,0,M029,1
2008-01-11 08:23:18.866992,0,M035,0
2008-01-11 08:23:19.075971,0,M037,1
2008-01-11 08:23:21.490217,0,M036,0
2008-01-11 08:23:22.265984,0,M030,0
2008-01-11 08:23:22.272357,0,DOOR01,0
2008-01-11 08:23:22.273295,0,L003,0
2008-01-11 08:23:23.000000,0,L005,1
2008-01-11 08:23:23.000000,0,L006,1
2008-01-11 08:23:24.433379,0,M029,0
2008-01-11 08:23:27.727466,0,M037,0
2008-01-11 08:27:03.329622,0,T001,19
2008-01-11 08:27:03.329622,0,T002,18.5
2008-01-11 08:31:08.390733,0,T003,19
2008-01-11 08:32:15.087927,0,M037,1
2008-01-11 08:32:17.094933,0,M029,1
2008-01-11 08:32:18.035457,0,M030,1
2008-01-11 08:32:18.041307,0,DOOR01,1
2008-01-11 08:32:18.041350,0,L003,1
2008-01-11 08:32:19.262315,0,M036,1
2008-01-11 08:32:20.674927,0,M037,0
2008-01-11 08:32:20.941827,0,M032,1
2008-01-11 08:32:22.717332,0,M035,1
2008-01-11 08:32:22.933267,0,M036,0
2008-01-11 08:32:23.273184,0,M030,0
2008-01-11 08:32:23.278958,0,L003,0
2008-01-11 08:32:23.279202,0,DOOR01,0
2008-01-11 08:32:23.445139,0,M029,0
2008-01-11 08:32:26.071621,0,M035,0
2008-01-11 08:32:27.659951,0,M032,0
2008-01-11 08:32:27.784944,0,M032,1
2008-01-11 08:32:27.907919,0,M031,1
2008-01-11 08:32:29.187503,0,M035,1
2008-01-11 08:32:29.312513,0,M031,0
2008-01-11 08:32:29.531414,0,M031,1
2008-01-11 08:32:30.307202,0,M036,1
2008-01-11 08:32:30.791064,0,M035,0
2008-01-11 08:32:32.810506,0,M032,0
2008-01-11 08:32:32.934514,0,M032,1
2008-01-11 08:32:33.394376,0,M031,0
2008-01-11 08:32:33.590316,0,M031,1
2008-01-11 08:32:38.008125,0,M032,0
2008-01-11 08:32:38.614091,0,M032,1
2008-01-11 08:32:39.072479,0,M031,0
2008-01-11 08:32:39.384888,0,M036,0
2008-01-11 08:32:41.600278,0,M032,0
2008-01-11 08:32:43.528149,0,M035,1
2008-01-11 08:32:43.892176,0,M031,1
2008-01-11 08:32:45.048283,0,M035,0
2008-01-11 08:32:46.306398,0,M036,1
2008-01-11 08:32:48.101597,0,M036,0
2008-01-11 08:32:48.619635,0,M035,1
2008-01-11 08:32:50.623448,0,M035,0
2008-01-11 08:32:51.780101,0,M031,0
2008-01-11 08:32:58.105865,0,M032,1
2008-01-11 08:32:58.217891,0,M031,1
2008-01-11 08:32:59.517649,0,M032,0
2008-01-11 08:33:00.146532,0,M031,0
2008-01-11 08:33:00.469441,0,M031,1
2008-01-11 08:33:01.613137,0,M036,1
2008-01-11 08:33:03.380642,0,M036,0
2008-01-11 08:33:04.476339,0,M032,1
2008-01-11 08:33:05.047612,0,M032,0
2008-01-11 08:33:07.484244,0,M031,0
2008-01-11 08:33:08.220312,0,M035,1
2008-01-11 08:33:10.468516,0,M035,0
2008-01-11 08:33:15.704864,0,M031,1
2008-01-11 08:33:19.002944,0,M032,1
2008-01-11 08:33:20.002658,0,M031,0
2008-01-11 08:33:21.314286,0,M032,0
2008-01-11 08:33:22.409989,0,M031,1
2008-01-11 08:33:22.593928,0,M032,1
2008-01-11 08:33:23.569664,0,M032,0
2008-01-11 08:33:23.849582,0,M031,0
2008-01-11 08:33:25.449134,0,M031,1
2008-01-11 08:33:26.496821,0,M031,0
2008-01-11 08:33:30.047821,0,M031,1
2008-01-11 08:33:31.626393,0,M031,0
2008-01-11 08:33:34.507593,0,M032,1
2008-01-11 08:33:34.633594,0,M035,1
2008-01-11 08:33:35.886218,0,M033,1
2008-01-11 08:33:40.029041,0,M033,0
2008-01-11 08:33:40.697853,0,M033,1
2008-01-11 08:33:41.276715,0,M032,0
2008-01-11 08:33:42.036442,0,M033,0
2008-01-11 08:33:42.489418,0,M034,1
2008-01-11 08:33:44.028016,0,M034,0
2008-01-11 08:33:47.075234,0,M035,0
2008-01-11 08:33:49.186643,0,M035,1
2008-01-11 08:33:49.335601,0,M034,1
2008-01-11 08:33:50.106444,0,M032,1
2008-01-11 08:33:50.399407,0,M034,0
2008-01-11 08:33:50.930396,0,M031,1
2008-01-11 08:33:52.062473,0,M032,0
2008-01-11 08:33:52.495526,0,M032,1
2008-01-11 08:33:52.714543,0,M035,0
2008-01-11 08:33:53.487604,0,M035,1
2008-01-11 08:33:54.292691,0,M034,1
2008-01-11 08:33:55.295782,0,M031,0
2008-01-11 08:33:56.659928,0,M032,0
2008-01-11 08:33:59.305484,0,M035,0
2008-01-11 08:34:00.719091,0,M035,1
2008-01-11 08:34:03.654306,0,M035,0
2008-01-11 08:34:03.842289,0,M035,1
2008-01-11 08:34:04.837194,0,M034,0
2008-01-11 08:34:05.525145,0,M034,1
2008-01-11 08:34:05.901116,0,M035,0
2008-01-11 08:34:06.003711,0,M035,1
2008-01-11 08:34:10.727053,0,M035,0
2008-01-11 08:34:11.046969,0,M035,1
2008-01-11 08:34:11.950704,0,M034,0
2008-01-11 08:34:12.374587,0,M034,1
2008-01-11 08:34:13.398342,0,M035,0
2008-01-11 08:34:14.154421,0,M035,1
2008-01-11 08:34:14.338404,0,M034,0
2008-01-11 08:34:14.618427,0,M034,1
2008-01-11 08:34:15.046458,0,M033,1
2008-01-11 08:34:16.670596,0,M034,0
2008-01-11 08:34:17.710729,0,M034,1
2008-01-11 08:34:19.502849,0,M033,0
2008-01-11 08:34:19.974813,0,M033,1
2008-01-11 08:34:20.086863,0,M035,0
2008-01-11 08:34:21.014759,0,M033,0
2008-01-11 08:34:21.534688,0,M035,1
2008-01-11 08:34:22.966358,0,M035,0
2008-01-11 08:34:23.558195,0,M035,1
2008-01-11 08:34:25.025371,0,M035,0
2008-01-11 08:34:25.938502,0,M035,1
2008-01-11 08:34:28.980662,0,M035,0
2008-01-11 08:34:29.188601,0,M034,0
2008-01-11 08:34:30.236316,0,M035,1
2008-01-11 08:34:32.147797,0,M035,0
2008-01-11 08:34:45.048195,0,M034,1
2008-01-11 08:34:45.173184,0,M035,1
2008-01-11 08:34:47.263568,0,M035,0
2008-01-11 08:34:47.795403,0,M034,0
2008-01-11 08:34:57.157099,0,M034,1
2008-01-11 08:34:57.306053,0,M035,1
2008-01-11 08:34:59.084839,0,M032,1
2008-01-11 08:34:59.084839,0,M033,1
2008-01-11 08:35:00.100907,0,M033,0
2008-01-11 08:35:02.102092,0,M033,1
2008-01-11 08:35:03.581238,0,M034,0
2008-01-11 08:35:03.708289,0,M033,0
2008-01-11 08:35:05.184366,0,M035,0
2008-01-11 08:35:11.467751,0,M035,1
2008-01-11 08:35:12.506633,0,M035,0
2008-01-11 08:35:23.000844,0,M035,1
2008-01-11 08:35:24.004893,0,M035,0
2008-01-11 08:35:25.121026,0,M035,1
2008-01-11 08:35:26.779204,0,T001,20
2008-01-11 08:35:28.033244,0,M035,0
2008-01-11 08:35:28.913097,0,M032,0
2008-01-11 08:35:29.529044,0,M035,1
2008-01-11 08:35:31.320593,0,M035,0
2008-01-11 08:35:31.552543,0,M035,1
2008-01-11 08:35:31.952429,0,M032,1
2008-01-11 08:35:34.295768,0,M035,0
2008-01-11 08:35:34.407776,0,M036,1
2008-01-11 08:35:35.356481,0,M030,1
2008-01-11 08:35:35.362166,0,L003,1
2008-01-11 08:35:35.362653,0,DOOR01,1
2008-01-11 08:35:35.515427,0,M032,0
2008-01-11 08:35:36.044318,0,M029,1
2008-01-11 08:35:36.579179,0,M037,1
2008-01-11 08:35:38.006764,0,M030,0
2008-01-11 08:35:38.011861,0,L003,0
2008-01-11 08:35:38.013436,0,DOOR01,0
2008-01-11 08:35:38.166719,0,M036,0
2008-01-11 08:35:40.126163,0,M029,0
2008-01-11 08:35:41.029918,0,M037,0
2008-01-11 08:36:13.000000,0,L005,0
2008-01-11 08:36:13.007307,0,M037,1
2008-01-11 08:36:14.000000,0,L006,0
2008-01-11 08:36:14.596479,0,M029,1
2008-01-11 08:36:15.646184,0,M030,1
2008-01-11 08:36:15.652169,0,L003,1
2008-01-11 08:36:15.652323,0,DOOR01,1
2008-01-11 08:36:16.331001,0,M036,1
2008-01-11 08:36:17.885538,0,M037,0
2008-01-11 08:36:18.211451,0,M029,0
2008-01-11 08:36:19.719085,0,M030,0
2008-01-11 08:36:19.725038,0,DOOR01,0
2008-01-11 08:36:19.725765,0,L003,0
2008-01-11 08:36:25.872065,0,M036,0
2008-01-11 08:36:27.787527,0,M036,1
2008-01-11 08:36:32.411368,0,M036,0
2008-01-11 08:36:32.907412,0,M036,1
2008-01-11 08:36:35.443639,0,M036,0
2008-01-11 08:36:38.035349,0,M036,1
2008-01-11 08:36:41.794309,0,M036,0
2008-01-11 08:36:45.385293,0,M036,1
2008-01-11 08:36:58.877495,0,M030,1
2008-01-11 08:36:58.883033,0,DOOR01,1
2008-01-11 08:36:58.884839,0,L003,1
2008-01-11 08:37:00.129154,0,M029,1
2008-01-11 08:37:01.057778,0,M028,1
2008-01-11 08:37:01.452779,0,M036,0
2008-01-11 08:37:01.724744,0,M030,0
2008-01-11 08:37:01.731165,0,DOOR01,0
2008-01-11 08:37:01.731930,0,L003,0
2008-01-11 08:37:04.395936,0,M029,0
2008-01-11 08:37:06.947245,0,M027,1
2008-01-11 08:37:10.210468,0,M028,0
2008-01-11 08:37:12.137938,0,M027,0
2008-01-11 08:37:12.577802,0,M026,1
2008-01-11 08:37:15.457379,0,M025,1
2008-01-11 08:37:16.900503,0,M026,0
2008-01-11 08:37:21.828835,0,M025,0
2008-01-11 08:37:24.824011,0,M024,1
2008-01-11 08:37:25.453836,0,M025,1
2008-01-11 08:37:28.903152,0,M025,0
2008-01-11 08:37:32.029465,0,M024,0
2008-01-11 08:39:35.699521,0,T001,21
2008-01-11 08:39:35.699521,0,T002,19.5
2008-01-11 08:39:35.705348,0,AC01,1
2008-01-11 08:43:40.310852,0,T001,22
2008-01-11 08:43:40.310852,0,T002,20.5
2008-01-11 08:47:45.810818,0,T001,22.5
2008-01-11 08:51:49.974863,0,T001,22
2008-01-11 08:55:55.124957,0,T001,21
2008-01-11 08:55:55.124957,0,T002,20
2008-01-11 08:59:59.318398,0,T001,20
2008-01-11 08:59:59.318398,0,T002,19.5
2008-01-11 08:59:59.318398,0,T003,18.5
2008-01-11 08:59:59.324747,0,AC01,0
2008-01-11 09:04:04.000115,0,T001,19.5
2008-01-11 09:04:04.000115,0,T002,19
2008-01-11 09:12:12.694532,0,T002,18.5
2008-01-11 09:16:17.707721,0,T001,21
2008-01-11 09:16:17.707721,0,T002,19.5
2008-01-11 09:16:17.714082,0,AC01,1
2008-01-11 09:20:21.777701,0,T001,22
2008-01-11 09:20:21.777701,0,T002,20.5
2008-01-11 09:24:27.041132,0,T001,21.5
2008-01-11 09:28:32.218808,0,T001,21
2008-01-11 09:28:32.218808,0,T002,20
2008-01-11 09:28:32.218808,0,T003,20
2008-01-11 09:32:36.102643,0,T001,20.5
2008-01-11 09:32:36.102643,0,T002,19.5
2008-01-11 09:32:36.102643,0,T003,21
2008-01-11 09:36:41.068815,0,T002,19
2008-01-11 09:36:41.068815,0,T003,21.5
2008-01-11 09:40:45.184468,0,T003,20.5
2008-01-11 09:44:50.309119,0,T001,20
2008-01-11 09:44:50.309119,0,T003,20
2008-01-11 09:44:50.315693,0,AC01,0
2008-01-11 09:48:55.048085,0,T001,21
2008-01-11 09:48:55.048085,0,T002,19.5
2008-01-11 09:48:55.048085,0,T003,19.5
2008-01-11 09:48:55.054121,0,AC01,1
2008-01-11 09:52:59.650613,0,T001,22
2008-01-11 09:52:59.650613,0,T002,20
2008-01-11 09:52:59.650613,0,T003,19
2008-01-11 09:57:04.363798,0,T001,21.5
2008-01-11 09:57:04.363798,0,T002,20.5
2008-01-11 15:00:02.332405,0,M023,1
2008-01-11 15:00:02.696301,0,M001,1
2008-01-11 15:00:05.343646,0,M023,0
2008-01-11 15:00:08.326909,0,M001,0
2008-01-11 15:00:14.021384,0,M001,1
2008-01-11 15:00:15.085398,0,M007,1
2008-01-11 15:00:15.997475,0,M001,0
2008-01-11 15:00:16.986574,0,M006,1
2008-01-11 15:00:19.164789,0,M006,0
2008-01-11 15:00:19.517837,0,M006,1
2008-01-11 15:00:21.728838,0,M006,0
2008-01-11 15:00:27.232357,0,M008,1
2008-01-11 15:00:28.024824,0,M008,0
2008-01-11 15:00:28.056256,0,M007,0
2008-01-11 15:00:30.095108,0,M007,1
2008-01-11 15:00:31.814794,0,M008,1
2008-01-11 15:00:35.449813,0,M008,0
2008-01-11 15:00:35.945676,0,M008,1
2008-01-11 15:00:36.129622,0,M001,1
2008-01-11 15:00:37.129373,0,M023,1
2008-01-11 15:00:38.105419,0,M008,0
2008-01-11 15:00:38.289439,0,M007,0
2008-01-11 15:00:41.041658,0,M001,0
2008-01-11 15:00:44.841746,0,M001,1
2008-01-11 15:00:47.665101,0,M022,1
2008-01-11 15:00:48.520858,0,M021,1
2008-01-11 15:00:49.808506,0,M001,0
2008-01-11 15:00:50.760248,0,M024,1
2008-01-11 15:00:50.992185,0,M023,0
2008-01-11 15:00:51.560035,0,M025,1
2008-01-11 15:00:51.907914,0,M022,0
2008-01-11 15:00:53.015159,0,M025,0
2008-01-11 15:00:54.151307,0,M019,1
2008-01-11 15:00:55.582882,0,M024,0
2008-01-11 15:00:55.790828,0,M019,0
2008-01-11 15:00:55.902838,0,M021,0
2008-01-11 15:00:57.382396,0,M019,1
2008-01-11 15:00:58.089397,0,M018,1
2008-01-11 15:00:59.910683,0,M018,0
2008-01-11 15:01:01.132358,0,M019,0
2008-01-11 15:01:01.301304,0,M018,1
2008-01-11 15:01:01.665202,0,M019,1
2008-01-11 15:01:02.940837,0,M021,1
2008-01-11 15:01:03.737615,0,M018,0
2008-01-11 15:01:03.908572,0,M024,1
2008-01-11 15:01:05.348166,0,M025,1
2008-01-11 15:01:06.027964,0,M019,0
2008-01-11 15:01:06.699789,0,M021,0
2008-01-11 15:01:07.759498,0,M026,1
2008-01-11 15:01:08.119394,0,M024,0
2008-01-11 15:01:09.586969,0,M025,0
2008-01-11 15:01:12.058292,0,M026,0
2008-01-11 15:01:13.937837,0,M026,1
2008-01-11 15:01:17.496943,0,M026,0
2008-01-11 15:01:17.976821,0,M026,1
2008-01-11 15:01:19.344434,0,M025,1
2008-01-11 15:01:20.048012,0,M024,1
2008-01-11 15:01:21.659796,0,M026,0
2008-01-11 15:01:22.935721,0,M025,0
2008-01-11 15:01:29.938151,0,M024,0
2008-01-11 15:03:02.587275,0,T001,20.5
2008-01-11 15:03:02.587275,0,T002,19.5
2008-01-11 15:07:06.793427,0,T001,20
2008-01-11 15:07:06.793427,0,T002,19
2008-01-11 15:07:06.793427,0,T003,18.5
